,Brand,Product_name,Ingredients,Shampoo,Conditioner,Mask,Comb_cream,Gel,Beard,Product_type
47,Skala Cosm\xe9ticos,Condicionador Tangerina e Gengibre,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, PEG-90M, Parfum, Citrus Tangerina (Tangerine) Extract, Zingiber Officinale (Ginger) Root Extract, Panthenol, Tocopheryl Acetate,  Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid,  Disodium EDTA, Hexyl Cinnamal.            ",False,True,False,False,False,False,Conditioner
48,Skala Cosm\xe9ticos,Condicionador Yellow Pear,"\r\n                Aqua, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Water, Cetearyl Alcohol, Quaternium-91 (and) Cetrimonium Methosulfate (and) Cetearyl Alcohol, Shea Butter Cetyl Esters, Helianthus Annus (Sunflower) Seed Oil, Glycerin, Stearamidopropyl Dimethylamine, Citric Acid, Tocopherol, Benzyl Alcohol (and) Phenoxyethanol, Pyrus Communis (Pear) Fruit Extract, Parfum, Linalool, CI 16255 (CI Food  Red 7), CI 15985 (CI Food  Yellow 3).            ",False,True,False,False,False,False,Conditioner
49,Skala Cosm\xe9ticos,Creme de Tratamento Jaborandi,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Pilocarpus Microphyllus Leaf Extract, Camellia Sinensis Leaf Extract, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Panthenol, Tocopheryl Acetate, Citronellol, Hexyl Cinnamal, Linalool.            ",False,False,True,False,False,False,Mask
50,Skala Cosm\xe9ticos,Creme de Tratamento Skala Genetiqs,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride,  Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters,  Parfum, Rhodiola Rosea Root Extract (and) Caesalpinia Spinosa Gum (and) Glycerin,  Panthenol,  Tocopheryl Acetate,   Citric Acid, Disodium EDTA, Methylchloroisothiazolinone (and) Methylisothiazolinone.            ",False,False,True,False,False,False,Mask
51,Skala Cosm\xe9ticos,Creme de Tratamento #MaisCrespos,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Argania Spinosa Kernel Oil, Cocos Nucifera Oil, Oenocarpus Bataua Fruit Oil Amaranthus Caudatus Seed Extract (and) Zea Mays Starch, Tocopheryl Acetate, Panthenol, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Amyl Cinnamal, Bezyl Salicylate, Butylphenyl Methylpropional, Coumarin, D-Limonene, Linalool.            ",False,False,True,False,False,False,Mask
52,Skala Cosm\xe9ticos,Creme de Tratamento #MaisLisos,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Hydrolyzed Rice Protein, Zea Mays (Corn) Starch, Hydrolyzed Wheat Protein (and) Hydrolyzed Soy Protein (and) Carbocysteine (and) Threonine (and) Serine (and) Glutamic Acid, Tocopheryl Acetate, Panthenol, Methylchloroisothiazolinone (and) Methylisothiazolinone,  Citric  Acid, Alpha-isomethyl Ionone, Benzyl Salicylate, Butylphenyl Methylpropional, Citronellol, Geraniol, Hexyl Cinnamal, Hydroxyisohexyl 3-cyclohexene Carboxaldehyde, Limonene, Linalool.            ",False,False,True,False,False,False,Mask
53,Skala Cosm\xe9ticos,Creme de Tratamento Abacate,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Glyceryl Stearate, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Panthenol, Persea Gratissima Fruit Extract, Ricinus Communis (Castor) Seed Oil, Aloe Barbadensis Extract, Tocopheryl Acetate, Benzyl alcohol, Hexyl Cinnamal, CI 42.090 (FD&C Blue n\xba1), CI 19.140 (FD&C Yellow n\xba5).            ",False,False,True,False,False,False,Mask
54,Skala Cosm\xe9ticos,Creme de Tratamento Banho de Cristal,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Glyceryl Stearate, Shea Butter Cetyl Esthers, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Cinnamomum Zeylanicum Bark Extract (and) Acorus Calamus Root Extract (and) Commiphora Myrrha Resin Extract (and) Olea Europaea Fruit Oil, Panthenol, Tocopheryl Acetate.            ",False,False,True,False,False,False,Mask
55,Skala Cosm\xe9ticos,Creme de Tratamento Maionese Capilar Nutritiva,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Daucus Carota Sativa (Carrot) oil, Molasses Extract (Saccharum Officinarum L), Amaranthus Caudatus Seed Extract (and) Zea Mays Starch, Ricinus Communis (Castor) Seed Oil, Panthenol, Tocopheryl Acetate, Methylchloroisothiazolinone (and) Methylisothiazolinone, Styrene/Acrylamide Copolymer, Citric Acid, Coumarin, Linalool, CI 19.140, CI 15.985.            ",False,False,True,False,False,False,Mask
56,Skala Cosm\xe9ticos,Creme de Tratamento Pot\xe3o do Amor,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum,  Hydrolyzed Rice Protein, Theobroma Cacao Seed Butter, Cinnamomum Zeylanicum Bark Extract (and) Acorus Calamus Root Extract (and) Commiphora Myrrha Resin Extract (and) Olea Europaea Fruit Oil, Laureth-2 (and) Myreth-2 (and) Octyldodecanol (and) Cetyl Lactate (and) Prunus Amygdalus Dulcis Oil (and) Zea Mays Oil (and) Gossypium Herbaceum Seed Oil (and) Helianthus Annuus Seed Oil (and) Triticum Vulgare Germ Oil (and) Persea Gratissima Oil (and) Phospholipids (and) Squalene (and) Glyceryl Linoleate (and) Glyceryl Linolenate (and) Tocopheryl Acetate, Cocos Nucifera Oil, Hydrolyzed Soy Protein, Porphyra Umbilicalis Extract (and) Caesalpinia Spinosa Gum, Hydrolyzed Wheat Protein, Hydrolyzed Corn Protein (and)  Hydrolyzed Soy Protein (and) Hydrolyzed Wheat Protein, Argania Spinosa Kernel Oil, Ricinus Communis (Castor) Seed Oil, Vegetable Milk (Cocos Nucifera (Coconut) Fruit Extract  (and) Cocos Nucifera (Coconut) Oil), Tocopheryl Acetate,  Panthenol, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Hexyl Cinnamal, Linalool.            ",False,False,True,False,False,False,Mask
57,Skala Cosm\xe9ticos,Creme de Tratamento Bomba de Vitaminas,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Glyceryl Stearate, Shea Butter Cetyl Esters, Parfum, Hyaluronic Acid, Retinyl Palmitate, Tocopheryl Acetate, Panthenol, Argania Spinosa Kernel Oil, Ricinus Communis (Castor) Seed Oil, Hydrolyzed Wheat Protein (and) Hydrolyzed Soy Protein (and) Hydrolyzed Corn Protein, Citric Acid, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citronellol, Geraniol            ",False,False,True,False,False,False,Mask
58,Skala Cosm\xe9ticos,Creme de Tratamento #Mais Cachos,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Glycerin, Ricinus Communis (Castor) Seed Oil, Methylchloroisothiazolinone (and) Methylisothiazolinone, Argania Spinosa Kernel Oil, Citric Acid, Tocopheryl Acetate, Panthenol, Coumarin, Linalool.            ",False,False,True,False,False,False,Mask
59,Skala Cosm\xe9ticos,Creme de Tratamento 12 em 1,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Glyceryl Stearate, Shea Butter Cetyl Esters, Parfum, Laureth-2 (and) Myreth-2 (and) Octyldodecanol (and) Cetyl Lactate (and) Prunus Amygdalus Dulcis Oil (and) Zea Mays Oil (and) Gossypium Herbaceum Seed Oil (and) Helianthus Annuus Seed Oil (and) Triticum Vulgare Germ Oil (and) Persea Gratissima Oil (and) Phospholipids (and) Squalene (and) Glyceryl Linoleate (and) Glyceryl Linolenate (and) Tocopheryl Acetate, Hydrolyzed Rice Protein, Saccharum Officinarum Extract, Persea Gratissima Fruit Extract, Argania Spinosa Kernel Oil, Theobroma Cacao Seed Butter, Astrocaryum Murumuru Seed Butter/Tocopherol, Oenocarpus Bataua Fruit Oil, Hydrolyzed Wheat Protein, Hydrolyzed Corn Protein (and) Hydrolyzed Soy Protein (and) Hydrolyzed Wheat Protein, Panthenol, Tocopheryl Acetate, Citric Acid, Methylchloroisothiazolinone (and) Methylisothiazolinone, Hexyl Cinnamal.            ",False,False,True,False,False,False,Mask
60,Skala Cosm\xe9ticos,Creme de Tratamento Amido de Milho,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Zea Mays (Corn) Starch, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Disodium EDTA, Citric Acid, Cocos Nucifera Oil, Panthenol, Tocopheryl Acetate, Butylphenyl Methylpropional, Linalool.            ",False,False,True,False,False,False,Mask
61,Skala Cosm\xe9ticos,Creme de Tratamento Babosa,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Aloe Barbadensis Extract, Panthenol, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Tocopheryl Acetate, Hexyl Cinnamal.            ",False,False,True,False,False,False,Mask
62,Skala Cosm\xe9ticos,Creme de Tratamento Banana e Bacuri,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Musa Sapientum (Banana) Fruit Extract, Platonia Insignis Seed Butter (and) Tocopherol, Panthenol, Aloe Barbadensis Extract, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Hexyl Cinnamal, Linalool.            ",False,False,True,False,False,False,Mask
63,Skala Cosm\xe9ticos,Creme de Tratamento Caf\xe9 Verde e Ucuuba,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Coffea Arabica Seed Extract, Virola Surinamensis Seed Butter (and) Tocopherol, Methylchloroisothiazolinone (and) Methylisothiazolinone, Panthenol, Citric Acid, Disodium EDTA, Benzyl Salicylate, Hexyl Cinnamal, Linalool, Alpha-Isomethyl Ionone.            ",False,False,True,False,False,False,Mask
64,Skala Cosm\xe9ticos,Creme de Tratamento Caju e Murumuru,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Anacardium Occidentale (Cashew) Extract, Astrocaryum Murumuru Seed Butter/Tocopherol,  Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Disodium EDTA,  Panthenol,   Hexyl Cinnamal, Alpha-Isomethyl Ionone, Isoeugenol.            ",False,False,True,False,False,False,Mask
65,Skala Cosm\xe9ticos,Creme de Tratamento Ceramidas,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Glyceryl Stearate, Parfum, Ceramidas G\xb3* (Laureth-2 (and) Mireth-2 (and) Octyldodecanol (and) Cetyl Lactate (and) Prunus Amygdalus Dulcis Oil (and) Zea Mays Oil (and) Gossypium Herbaceum Seed Oil (and) Helianthus Annuus Seed Oil (and) Triticum Vulgare Germ Oil (and) Persea Gratissima Oil (and) Phospholipids (and) Squalene (and) Glyceryl Linoleate (and) Glyceryl Linolenate (and) Tocopheryl Acetate), Panthenol, Tocopheryl Acetate, Citric Acid, Methylchloroisothiazolinone (and) Methylisothiazolinone.            ",False,False,True,False,False,False,Mask
66,Skala Cosm\xe9ticos,Creme de Tratamento Coquetel Brasil,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Astrocaryum Vulgare Kernel Oil (and) Tocopherol, Parfum, Euterpe Oleracea Fruit Extract, Molasses Extract (Saccharum Officinarum L), Paullinia Cupana Seed Extract, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Panthenol, Alpha-Isomethyl Ionone.            ",False,False,True,False,False,False,Mask
67,Skala Cosm\xe9ticos,Creme de Tratamento Coquetel de Frutas,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cety Esters, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Ananas Sativus (Pineapple) Fruit Extract, Cocos Nucifera Fruit Juice, Morus Nigra Fruit Extract, Citric Acid,  CI 16.255, CI 19.140, CI 77.019/77.891.            ",False,False,True,False,False,False,Mask
68,Skala Cosm\xe9ticos,Creme de Tratamento Divino Pot\xe3o,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Disodium EDTA, Citric Acid, Porphyra Umbilicalis Extract (and) Caesalpinia Spinosa Gum, Ricinus Communis (Castor) Seed Oil, Argania Spinosa Kernel Oil, Hydroxypropyltrimonium Corn/Wheat/Soy Amino Acids, Panthenol, Tocopheryl Acetate, Benzyl Benzoate, Benzyl Salicylate, Coumarin, Hexyl Cinnamal, Limonene, Alpha-isomethyl Ionone, Butylphenyl Methylpropional.            ",False,False,True,False,False,False,Mask
69,Skala Cosm\xe9ticos,Creme de Tratamento Divino Potinho Kids,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Cocos Nucifera Oil, Linum Usitatissimum Seed Oil, Panthenol, Tocopheryl, Acetate, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Alpha-Isomethyl Ionone.            ",False,False,True,False,False,False,Mask
70,Skala Cosm\xe9ticos,Creme de Tratamento Dona Skala,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Glyceryl Stearate, Shea Butter Cetyl Esters, Linum Usitatissimum Seed Oil, Stearamidopropyl Dimethylamine, Zea Mays (Corn) Starch, Parfum, Helianthus Annus (Sunflower) Seed Oil, Cocos Nucifera Oil, Persea Gratissima (Avocado) Oil, Panthenol, Tocopheryl Acetate, Citric Acid, Methylchloroisothiazolinone (and) Methylisothiazolinone, Dissodium Edta.            ",False,False,True,False,False,False,Mask
71,Skala Cosm\xe9ticos,Creme de Tratamento Leite Vegetal,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Glyceryl Stearate, Shea Butter Cetyl Esthers, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Vegetable Milk (Cocos Nucifera (Coconut) Fruit Extract (and) Nucifera (Coconut) Oil), Panthenol, Tocopheryl Acetate.            ",False,False,True,False,False,False,Mask
72,Skala Cosm\xe9ticos,Creme de Tratamento Manga e Castanha-do-Par\xe1,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Bertholletia Excelsa Seed Oil, Mangifera Indica Seed Butter, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Disodium EDTA, Panthenol, Limonene, Linalool.            ",False,False,True,False,False,False,Mask
73,Skala Cosm\xe9ticos,Creme de Tratamento Manteiga de Karit\xe9,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Glyceryl Stearate, Shea Butter Cetyl Esthers, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Panthenol, Tocopheryl Acetate, Benzyl Salicylate, Butylphenyl Methylpropional, Hexyl Cinnamal.            ",False,False,True,False,False,False,Mask
74,Skala Cosm\xe9ticos,Creme de Tratamento Maracuj\xe1 e \xd3leo de Patau\xe1,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Passiflora Incarnata Fruit Extract, Oenocarpus Bataua Fruit Oil, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Disodium EDTA, Panthenol, Alpha-Isomethyl Ionone, Linalool.            ",False,False,True,False,False,False,Mask
75,Skala Cosm\xe9ticos,Creme de Tratamento \xd3leo de Argan,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Glyceryl Stearate, Shea Butter Cetyl Esters, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Argania Spinosa Kernel Oil, Panthenol, Tocopheryl Acetate, Benzyl Salicylate, Hexyl Cinnamal.            ",False,False,True,False,False,False,Mask
76,Skala Cosm\xe9ticos,Creme de Tratamento \xd3leo de Coco,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl  Esters,  Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid,  Panthenol, Cocos Nucifera Oil, Tocopheryl Acetate.            ",False,False,True,False,False,False,Mask
77,Skala Cosm\xe9ticos,Creme de Tratamento Pepper Force,"\r\n                Aqua, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Water, Cetearyl Alcohol, Quaternium-91 (and) Cetrimonium Methosulfate (and) Cetearyl Alcohol, Shea Butter Cetyl Esters, Helianthus Annus (Sunflower) Seed Oil, Glycerin, Zea Mays Starch (and) Cystoseira Compressa Extract, Stearamidopropyl Dimethylamine, Citric Acid, Tocopherol, Benzyl Alcohol (and) Phenoxyethanol, Glycerin (and)  Capsicum Annuum Fruit Extract (and) Xanthan Gum, Parfum, Eugenol, Limonene.            ",False,False,True,False,False,False,Mask
78,Skala Cosm\xe9ticos,Creme de Tratamento Pot\xe3o Desmaiado,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Disodium EDTA, Citric Acid, Argania Spinosa Kernel Oil, Ricinus Communis (Castor) Seed Oil, Cocos Nucifera Oil, Panthenol, Tocopheryl Acetate, Hexyl Cinnamal, Hydroxycitronellal.            ",False,False,True,False,False,False,Mask
79,Skala Cosm\xe9ticos,Creme de Tratamento Tangerina e Gengibre,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters,  Parfum, Citrus Tangerina (Tangerine) Extract,  Zingiber  Officinale  (Ginger) Root Extract, Panthenol, Tocopheryl Acetate, Methylchloroisothiazolinone (and) Methylisothiazolinone,  Citric Acid, Hexyl Cinnamal, Limonene, Linalool.            ",False,False,True,False,False,False,Mask
80,Skala Cosm\xe9ticos,Creme para Pentear Skala Genetiqs,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Linum Usitatissimum Seed Extract (and) Algin (and) Glyceryl Oleate Citrate (and) Caprylic/Capric Triglyceride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Rhodiola Rosea Root Extract (and) Caesalpinia Spinosa Gum (and) Glycerin,  Panthenol, Tocopheryl Acetate, Citric Acid, Disodium EDTA, Benzyl Alcohol  (and) Phenoxyethanol, Alpha-Isomethyl Ionone, Citronellol, Hexyl Cinnamal, Hydroxycitronellal, Limonene, Linalool.            ",False,False,False,True,False,False,Comb_cream
81,Skala Cosm\xe9ticos,Creme para Pentear Bomba de Vitaminas,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Linum Usitatissimum Seed Extract (and) Algin (and) Glyceryl Oleate Citrate (and) Caprylic/Capric Triglyceride, Parfum, Hyaluronic Acid, Retinyl Palmitate, Tocopheryl Acetate, Panthenol, Argania Spinosa Kernel Oil, Ricinus Communis (Castor) Seed Oil, Hydrolyzed Wheat Protein (and) Hydrolyzed Soy Protein (and) Hydrolyzed Corn Protein, Citric Acid, Benzyl Alcohol (and) Phenoxyethanol, Citronellol, D-Limonene, Geraniol, Linalool.            ",False,False,False,True,False,False,Comb_cream
82,Skala Cosm\xe9ticos,Creme para Pentear #Mais Cachos,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Linum Usitatissimum Seed Extract (and) Algin (and) Glyceryl Oleate Citrate (and) Caprylic/Capric Triglyceride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Ricinus Communis (Castor) Seed Oil, Methylchloroisothiazolinone (and) Methylisothiazolinone, Argania Spinosa Kernel Oil, Citric Acid, Tocopheryl Acetate, Panthenol, Coumarin, Linalool.            ",False,False,False,True,False,False,Comb_cream
83,Skala Cosm\xe9ticos,Creme para Pentear Abacate,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Shea Butter Cetyl Esters, Linum Usitatissimum Seed Extract (and) Algin (and) Glyceryl Oleate Citrate (and) Caprylic/Capric Triglyceride, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Panthenol, Persea Gratissima Fruit Extract, Ricinus Communis (Castor) Seed Oil, Aloe Barbadensis Extract, Tocopheryl Acetate, Alpha-isomethyl Ionone, Amyl Cinnamal, Benzyl Alcohol, Benzyl Salicylate, Citronellol, Hexyl Cinnamal, Linalool.            ",False,False,False,True,False,False,Comb_cream
84,Skala Cosm\xe9ticos,Creme para Pentear Amido de Milho,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Linum Usitatissimum Seed Extract (and) Algin (and) Glyceryl Oleate Citrate (and) Caprylic/Capric Triglyceride, Parfum, Cocos Nucifera Oil, Zea Mays (Corn) Starch, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Tocopheryl Acetate, Panthenol, Linalool.            ",False,False,False,True,False,False,Comb_cream
85,Skala Cosm\xe9ticos,Creme para Pentear Ceramidas,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Linum Usitatissimum Seed Extract (and) Algin (and) Glyceryl Oleate Citrate (and) Caprylic/Capric Triglyceride,Shea Butter Cetyl Esters, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Ceramidas G3* (Laureth-2 (and) Myreth-2 (and) Octyldodecanol (and) Cetyl Lactate (and) Prunus Amygdalus Dulcis Oil (and) Zea Mays Oil (and) Gossypium Herbaceum Seed Oil (and) Helianthus Annuus Seed Oil (and) Triticum Vulgare Germ Oil (and) Persea Gratissima Oil (and) Phospholipids (and) Squalene (and) Glyceryl Linoleate (and) Glyceryl Linolenate, Panthenol, Tocopheryl Acetate, Alpha-isomethyl Ionone, Citronellol, Hexyl Cinnamal, Linalool.            ",False,False,False,True,False,False,Comb_cream
86,Skala Cosm\xe9ticos,Creme para Pentear Crespo Divino,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Linum Usitatissimum Seed Extract (and) Algin (and) Glyceryl Oleate Citrate (and) Caprylic/Capric Triglyceride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Porphyra Umbilicalis Extract (and) Caesalpinia Spinosa Gum, Ricinus Communis (Castor) Seed Oil, Argania Spinosa Kernel Oil, Hydroxypropryltrimonium Corn/Wheat/Soy Amino Acids, Panthenol, Tocopheryl Acetate, Benzyl Benzoate, Benzyl Salicylate, Coumarin, Hexyl Cinnamal, Limonene, Alpha-isomethyl Ionone.            ",False,False,False,True,False,False,Comb_cream
87,Skala Cosm\xe9ticos,Creme para Pentear Divino Potinho Kids,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Stearamidopropyl Dimethylamine, Shea Butter Cetyl Esters, Parfum, Cocos Nucifera Oil, Linum Usitatissimum Seed Oil, Panthenol, Tocopheryl, Acetate, Methylchloroisothiazolinone (and) Methylisothiazolinone, Citric Acid, Alpha-Isomethyl Ionone.            ",False,False,False,True,False,False,Comb_cream
88,Skala Cosm\xe9ticos,Creme para Pentear Dona Skala,"\r\n                Aqua, Cetearyl Alcohol, Cetrimonium Chloride, Glyceryl Stearate, Linum Usitatissimum Seed Extract (and) Algin (and) Glyceryl Oleate Citrate (and) Caprylic/Capric Triglyceride, Shea Butter Cetyl Esters, Linum Usitatissimum Seed Oil, Stearamidopropyl Dimethylamine, Zea Mays (Corn) Starch, Parfum, Helianthus Annus (Sunflower) Seed Oil, Cocos Nucifera Oil, Persea Gratissima (Avocado) Oil, Panthenol, Tocopheryl Acetate, Citric Acid, Methylchloroisothiazolinone (and) Methylisothiazolinone.            ",False,False,False,True,False,False,Comb_cream
89,Skala Cosm\xe9ticos,Day After Gel L\xedquido #Mais Cachos,"\r\n                Aqua, Hydroxyethylcellulose, Glycerin, Polyquaternium-10, PEG-90M, Cetrimonium Chloride, Parfum, Methylchloroisothiazolinone (and) Methylisothiazolinone, Panthenol, Ricinus Communis (Castor) Seed Oil,  Argania Spinosa Kernel Oil,  Tocopheryl Acetate, Disodium EDTA, Coumarin, Limonene, Linalool, CI14.720.            ",False,False,False,False,True,False,Gel
90,Skala Cosm\xe9ticos,Barba Cera Modeladora,"\r\n                Aqua,Ceteareth-20, Glycerin, PropyleneGlycol, Acrylates/OctylacrylamideCopolymer, AminomethylPropanol,Polysorbate 20, Parfum, Triclosan,Methylchloroisothiazolinone (and) Methylisothiazolinone, RicinusCommunis (Castor) SeedOil, CalendulaOfficinalisFlowerExtract, Aloe BarbadensisLeafExtract, MelaleucaAlternif\xf3lia (Tea Tree) LeafOil, BenzylSalicylate, Citronellol, Coumarin, Geraniol, Limonene, Linalool, Butylphenyl Methylpropional, CI 42.090.            ",False,False,False,False,False,True,Beard
91,Skala Cosm\xe9ticos,Barba Lo\xe7\xe3o Balm,"\r\n                Aqua, Tribehenin PEG-20 Esters, Propylene Glycol, Acrylates / C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, PEG-90M, Triclosan, Parfum, Methylisothiazolinone (and) Phenoxyethanol, Allantoin, Ricinus Communis (Castor) Seed Oil, Calendula Officinalis Flower Extract, Aloe Barbadensis Leaf Extract, Benzyl Salicylate, Citronellol, Coumarin, Geraniol, Limonene, Linalool, Butylphenyl Methylpropional.            ",False,False,False,False,False,True,Beard
92,Skala Cosm\xe9ticos,Barba \xd3leo,"\r\n                C13-15 Alkane, Paraffinum Liquidum, Dimethicone (and) Dimethicone/Vinyl Dimethicone Crosspolymer, Parfum, Triclosan, Ricinus Communis (Castor) Seed Oil, Calendula Officinalis Flower Extract, Aloe Barbadensis Leaf Extract, Benzyl Salicylate, Citronellol, Coumarin, Geraniol, Limonene, Linalool, Butylphenyl Methylpropional.            ",False,False,False,False,False,True,Beard
93,Skala Cosm\xe9ticos,Barba Pomada Modeladora,"\r\n                Aqua,  Olus Oil, Cetyl Alcohol, Ozoquerite Wax, Glyceryl Stearate, Shea Butter Cetyl Esters, Ceteareth-20, Copernicia Cerifera Wax, Glycerin, PEG-90M, Polyvinylpyrrolidone, Parfum, Dissodium EDTA,  Methylchloroisothiazolinone (and) Methylisothiazolinone, Butylhydroxytoluene, Melaleuca Alternif\xf3lia (Tea Tree) Leaf Oil, Calendula Officinalis Flower Extract, Ricinus Communis (Castor) Seed Oil, Aloe Barbadensis Leaf Extract, Benzyl Salicylate, Citronellol, Coumarin, Geraniol, Limonene, Linalool, Butylphenyl Methylpropional.            ",False,False,False,False,False,True,Beard
